run_id,engine,mode,prompt_id,prompt_len,gen_tokens,prefill_ms,prime_ms,ttft_ms,decode_total_ms,tokens_per_sec,decode_tokens_per_sec,end_to_end_ms,p50_token_ms,p95_token_ms,rss_before_mb,rss_after_mb,experiment,device,variant,timestamp,total_ms,prefill_share,decode_share,rss_delta_mb
11,nano,no_cache,p2,384,1024,0.0,0.0,89.5464,254175.2861,4.0248,4.0248,254264.8326,232.8954,435.436,104700.0,131992.0,1767094626,unknown,1767094626,1767094626,254175.2861,0.0,1.0,27292.0
12,nano,kv_cache,p2,384,1024,5485.7243,0.0,16.2269,22288.0936,45.8989,45.8989,27790.0447,21.7736,26.5402,131996.0,142444.0,1767094626,unknown,1767094626,1767094626,27773.817900000002,0.19751423155978853,0.8024857684402114,10448.0
13,nano,no_cache,p3,384,1024,0.0,0.0,90.9792,255156.1415,4.0093,4.0093,255247.1207,238.5383,431.9448,104724.0,132016.0,1767094626,unknown,1767094626,1767094626,255156.1415,0.0,1.0,27292.0
14,nano,kv_cache,p3,384,1024,5293.7124,0.0,14.9463,21550.4421,47.47,47.47,26859.1008,20.9363,25.9818,132020.0,142480.0,1767094626,unknown,1767094626,1767094626,26844.1545,0.19720168128223223,0.8027983187177677,10460.0
15,nano,no_cache,p3,384,1024,0.0,0.0,87.3133,253356.714,4.0378,4.0378,253444.0273,237.6666,430.6698,104728.0,132020.0,1767094626,unknown,1767094626,1767094626,253356.714,0.0,1.0,27292.0
16,nano,kv_cache,p3,384,1024,5485.0309,0.0,16.6424,21364.8555,47.8824,47.8824,26866.5288,19.8152,26.5419,132020.0,138320.0,1767094626,unknown,1767094626,1767094626,26849.886400000003,0.20428506915396108,0.7957149308460388,6300.0
17,nano,no_cache,p3,384,1024,0.0,0.0,87.8488,252050.0072,4.0587,4.0587,252137.856,233.5232,429.4592,104728.0,132024.0,1767094626,unknown,1767094626,1767094626,252050.0072,0.0,1.0,27296.0
18,nano,kv_cache,p3,384,1024,5254.9097,0.0,16.3516,21849.9861,46.8193,46.8193,27121.2475,20.3487,26.5845,132024.0,138324.0,1767094626,unknown,1767094626,1767094626,27104.8958,0.19387308251522592,0.806126917484774,6300.0
19,tau,no_cache,p1,384,1024,0.0,0.0,117.3167,322605.6405,3.1711,3.1711,322722.9572,303.38,514.7434,120932.0,120940.0,1767094626,unknown,1767094626,1767094626,322605.6405,0.0,1.0,8.0
20,tau,kv_cache,p1,384,1024,4718.0652,0.0,12.9809,16113.6717,63.4865,63.4865,20844.7177,15.9553,17.7435,120944.0,120944.0,1767094626,unknown,1767094626,1767094626,20831.7369,0.22648448483429148,0.7735155151657086,0.0
21,tau,no_cache,p1,384,1024,0.0,0.0,137.4175,323961.8682,3.1578,3.1578,324099.2857,312.6739,516.3065,120944.0,120944.0,1767094626,unknown,1767094626,1767094626,323961.8682,0.0,1.0,0.0
22,tau,kv_cache,p1,384,1024,4915.977,0.0,14.3319,15328.8742,66.7368,66.7368,20259.1832,14.8275,17.0426,120944.0,120944.0,1767094626,unknown,1767094626,1767094626,20244.8512,0.24282603766433214,0.7571739623356678,0.0
23,tau,no_cache,p1,384,1024,0.0,0.0,121.0547,323820.9399,3.1592,3.1592,323941.9946,308.3411,520.5331,120944.0,120944.0,1767094626,unknown,1767094626,1767094626,323820.9399,0.0,1.0,0.0
24,tau,kv_cache,p1,384,1024,4941.1481,0.0,14.1349,16395.4729,62.3953,62.3953,21350.7559,15.8726,18.2225,120944.0,120944.0,1767094626,unknown,1767094626,1767094626,21336.621,0.23158062844158878,0.7684193715584113,0.0
25,tau,no_cache,p2,384,1024,0.0,0.0,119.9261,324452.7105,3.153,3.153,324572.6366,310.1199,516.767,120952.0,120952.0,1767094626,unknown,1767094626,1767094626,324452.7105,0.0,1.0,0.0
26,tau,kv_cache,p2,384,1024,4540.5942,0.0,11.6797,15109.7019,67.7048,67.7048,19661.9757,14.6335,17.9579,120952.0,120952.0,1767094626,unknown,1767094626,1767094626,19650.2961,0.23107001425795307,0.768929985742047,0.0
27,tau,no_cache,p2,384,1024,0.0,0.0,122.9626,324429.2439,3.1532,3.1532,324552.2065,320.4103,516.7779,120952.0,120952.0,1767094626,unknown,1767094626,1767094626,324429.2439,0.0,1.0,0.0
28,tau,kv_cache,p2,384,1024,4736.2651,0.0,12.6957,15983.5898,64.0031,64.0031,20732.5505,15.6375,18.5287,120960.0,120960.0,1767094626,unknown,1767094626,1767094626,20719.8549,0.2285858237356672,0.7714141762643328,0.0
29,tau,no_cache,p2,384,1024,0.0,0.0,121.0867,324472.287,3.1528,3.1528,324593.3737,311.4767,519.064,120960.0,120960.0,1767094626,unknown,1767094626,1767094626,324472.287,0.0,1.0,0.0
30,tau,kv_cache,p2,384,1024,4801.2894,0.0,13.5187,16040.6481,63.7755,63.7755,20855.4561,15.4485,18.8307,120960.0,120960.0,1767094626,unknown,1767094626,1767094626,20841.9375,0.23036674973236052,0.7696332502676395,0.0
31,tau,no_cache,p3,384,1024,0.0,0.0,136.6373,325500.3924,3.1429,3.1429,325637.0297,309.9417,517.252,120960.0,120960.0,1767094626,unknown,1767094626,1767094626,325500.3924,0.0,1.0,0.0
32,tau,kv_cache,p3,384,1024,4819.9976,0.0,15.0314,16992.0398,60.2047,60.2047,21827.0688,16.4042,19.1106,120960.0,120960.0,1767094626,unknown,1767094626,1767094626,21812.037399999997,0.2209787885289432,0.7790212114710569,0.0
33,tau,no_cache,p3,384,1024,0.0,0.0,122.2927,323805.8136,3.1593,3.1593,323928.1063,310.3266,516.8588,120960.0,120960.0,1767094626,unknown,1767094626,1767094626,323805.8136,0.0,1.0,0.0
34,tau,kv_cache,p3,384,1024,4439.0923,0.0,13.6268,17284.775,59.185,59.185,21737.4942,16.8479,19.6208,120964.0,120964.0,1767094626,unknown,1767094626,1767094626,21723.8673,0.20434171497632006,0.79565828502368,0.0
35,tau,no_cache,p3,384,1024,0.0,0.0,119.6118,323372.8165,3.1635,3.1635,323492.4283,301.3786,513.7514,120964.0,120964.0,1767094626,unknown,1767094626,1767094626,323372.8165,0.0,1.0,0.0
36,tau,kv_cache,p3,384,1024,4946.5581,0.0,14.0228,15477.7728,66.0948,66.0948,20438.3538,15.3037,17.2237,120968.0,120968.0,1767094626,unknown,1767094626,1767094626,20424.3309,0.24218948097829732,0.7578105190217027,0.0
1,nano,no_cache,p1,384,128,0.0,0.0,264.9332,39840.6686,3.1877,3.1877,40105.6018,310.0886,344.7911,236764.0,236984.0,1767102282,unknown,1767102282,1767102282,39840.6686,0.0,1.0,220.0
2,nano,kv_cache,p1,384,128,25600.7377,0.0,70.6085,9077.0633,13.9913,13.9913,34748.4096,71.405,73.9088,237000.0,237280.0,1767102282,unknown,1767102282,1767102282,34677.801,0.7382457065256244,0.26175429347437573,280.0
3,nano,no_cache,p1,384,128,0.0,0.0,274.0503,39638.2605,3.204,3.204,39912.3108,309.2342,348.1049,237284.0,237480.0,1767102282,unknown,1767102282,1767102282,39638.2605,0.0,1.0,196.0
4,nano,kv_cache,p1,384,128,24991.4328,0.0,67.9767,8830.6346,14.3818,14.3818,33890.0441,69.5662,71.1156,237484.0,237488.0,1767102282,unknown,1767102282,1767102282,33822.0674,0.7389090827723913,0.26109091722760863,4.0
5,nano,no_cache,p1,384,128,0.0,0.0,270.1948,39392.1872,3.224,3.224,39662.3819,306.3332,342.2844,237500.0,237668.0,1767102282,unknown,1767102282,1767102282,39392.1872,0.0,1.0,168.0
6,nano,kv_cache,p1,384,128,25179.8854,0.0,66.8569,8828.2286,14.3857,14.3857,34074.9709,69.4253,72.3513,237668.0,237672.0,1767102282,unknown,1767102282,1767102282,34008.114,0.740408168474147,0.2595918315258529,4.0
7,nano,no_cache,p2,384,128,0.0,0.0,305.4409,39181.3602,3.2413,3.2413,39486.8011,309.6817,336.4249,237812.0,237880.0,1767102282,unknown,1767102282,1767102282,39181.3602,0.0,1.0,68.0
8,nano,kv_cache,p2,384,128,24976.3835,0.0,69.9197,8806.0208,14.422,14.422,33852.3241,69.3187,71.6786,237884.0,237884.0,1767102282,unknown,1767102282,1767102282,33782.4043,0.7393311405014473,0.2606688594985526,0.0
9,nano,no_cache,p2,384,128,0.0,0.0,259.9774,39466.062,3.218,3.218,39726.0394,309.3191,337.3166,237888.0,237964.0,1767102282,unknown,1767102282,1767102282,39466.062,0.0,1.0,76.0
10,nano,kv_cache,p2,384,128,25201.5878,0.0,69.8269,8853.69,14.3443,14.3443,34125.1048,69.986,72.0033,237964.0,238072.0,1767102282,unknown,1767102282,1767102282,34055.2778,0.7400200329594727,0.2599799670405273,108.0
11,nano,no_cache,p2,384,128,0.0,0.0,272.9912,39384.7391,3.2246,3.2246,39657.7303,306.0927,339.9446,238072.0,238144.0,1767102282,unknown,1767102282,1767102282,39384.7391,0.0,1.0,72.0
12,nano,kv_cache,p2,384,128,25371.0691,0.0,69.8683,9010.326,14.0949,14.0949,34451.2635,70.9474,72.4995,238144.0,239472.0,1767102282,unknown,1767102282,1767102282,34381.3951,0.7379301807331257,0.26206981926687434,1328.0
13,nano,no_cache,p3,384,128,0.0,0.0,293.8942,39897.0915,3.1832,3.1832,40190.9857,314.3127,346.2033,239544.0,239600.0,1767102282,unknown,1767102282,1767102282,39897.0915,0.0,1.0,56.0
14,nano,kv_cache,p3,384,128,25167.0479,0.0,67.5953,8720.8245,14.5628,14.5628,33955.4677,68.4384,70.678,239600.0,239600.0,1767102282,unknown,1767102282,1767102282,33887.8724,0.7426564761262499,0.2573435238737502,0.0
15,nano,no_cache,p3,384,128,0.0,0.0,277.2757,38956.034,3.2601,3.2601,39233.3097,303.5083,342.457,239600.0,239640.0,1767102282,unknown,1767102282,1767102282,38956.034,0.0,1.0,40.0
16,nano,kv_cache,p3,384,128,25367.0438,0.0,70.7617,9049.5258,14.0339,14.0339,34487.3312,70.8818,74.194,239640.0,239640.0,1767102282,unknown,1767102282,1767102282,34416.5696,0.7370590414682118,0.2629409585317881,0.0
17,nano,no_cache,p3,384,128,0.0,0.0,267.9553,39339.5082,3.2283,3.2283,39607.4635,307.0792,343.8904,239640.0,239676.0,1767102282,unknown,1767102282,1767102282,39339.5082,0.0,1.0,36.0
18,nano,kv_cache,p3,384,128,25743.1449,0.0,70.6018,9040.2676,14.0483,14.0483,34854.0143,71.0731,73.4348,239676.0,239676.0,1767102282,unknown,1767102282,1767102282,34783.4125,0.7400983126655557,0.25990168733444424,0.0
19,tau,no_cache,p1,384,128,0.0,0.0,306.7275,46636.4944,2.7232,2.7232,46943.2218,362.0002,408.4805,234928.0,234928.0,1767102282,unknown,1767102282,1767102282,46636.4944,0.0,1.0,0.0
20,tau,kv_cache,p1,384,128,25257.6986,0.0,66.8466,8508.8818,14.9256,14.9256,33833.4271,66.9026,68.2428,234932.0,235200.0,1767102282,unknown,1767102282,1767102282,33766.5804,0.7480087797104856,0.25199122028951443,268.0
21,tau,no_cache,p1,384,128,0.0,0.0,347.6414,45838.0969,2.7706,2.7706,46185.7383,360.4289,396.9668,235200.0,235200.0,1767102282,unknown,1767102282,1767102282,45838.0969,0.0,1.0,0.0
22,tau,kv_cache,p1,384,128,24947.1234,0.0,69.6948,8480.7011,14.9752,14.9752,33497.5193,66.5896,69.8865,235200.0,235512.0,1767102282,unknown,1767102282,1767102282,33427.8245,0.7462981445292678,0.25370185547073215,312.0
23,tau,no_cache,p1,384,128,0.0,0.0,308.8964,46381.1242,2.7382,2.7382,46690.0205,363.7605,403.8126,235512.0,235512.0,1767102282,unknown,1767102282,1767102282,46381.1242,0.0,1.0,0.0
24,tau,kv_cache,p1,384,128,25121.9546,0.0,65.5189,8362.6556,15.1866,15.1866,33550.1291,65.7694,68.0389,235512.0,235512.0,1767102282,unknown,1767102282,1767102282,33484.6102,0.7502537568736577,0.24974624312634225,0.0
25,tau,no_cache,p2,384,128,0.0,0.0,374.1085,47640.0945,2.6658,2.6658,48014.203,374.8883,430.9754,235652.0,235656.0,1767102282,unknown,1767102282,1767102282,47640.0945,0.0,1.0,4.0
26,tau,kv_cache,p2,384,128,25074.6743,0.0,66.2791,8481.5935,14.9736,14.9736,33622.5468,66.724,68.7416,235660.0,235664.0,1767102282,unknown,1767102282,1767102282,33556.2678,0.7472426447854251,0.2527573552145749,4.0
27,tau,no_cache,p2,384,128,0.0,0.0,344.3423,46546.515,2.7285,2.7285,46890.8573,362.2679,416.6579,235664.0,235664.0,1767102282,unknown,1767102282,1767102282,46546.515,0.0,1.0,0.0
28,tau,kv_cache,p2,384,128,24993.7823,0.0,67.2295,8524.8522,14.8976,14.8976,33585.864,67.0159,69.0485,235664.0,235664.0,1767102282,unknown,1767102282,1767102282,33518.6345,0.7456682729721582,0.25433172702784174,0.0
29,tau,no_cache,p2,384,128,0.0,0.0,372.991,46527.0433,2.7296,2.7296,46900.0343,364.6444,401.0746,235664.0,235664.0,1767102282,unknown,1767102282,1767102282,46527.0433,0.0,1.0,0.0
30,tau,kv_cache,p2,384,128,24893.932,0.0,66.2304,8488.0553,14.9622,14.9622,33448.2176,66.869,68.137,235664.0,235664.0,1767102282,unknown,1767102282,1767102282,33381.9873,0.7457294790834696,0.25427052091653035,0.0
31,tau,no_cache,p3,384,128,0.0,0.0,315.208,46840.3557,2.7113,2.7113,47155.5638,366.3306,413.0418,235668.0,235668.0,1767102282,unknown,1767102282,1767102282,46840.3557,0.0,1.0,0.0
32,tau,kv_cache,p3,384,128,25183.6296,0.0,66.1639,8424.1543,15.0757,15.0757,33673.9478,66.3028,68.3565,235668.0,235668.0,1767102282,unknown,1767102282,1767102282,33607.7839,0.7493391910318727,0.25066080896812715,0.0
33,tau,no_cache,p3,384,128,0.0,0.0,307.1259,47178.3194,2.6919,2.6919,47485.4452,366.9217,432.5585,235668.0,235668.0,1767102282,unknown,1767102282,1767102282,47178.3194,0.0,1.0,0.0
34,tau,kv_cache,p3,384,128,24966.2803,0.0,66.4124,8485.959,14.9659,14.9659,33518.6516,66.6776,68.3738,235668.0,235668.0,1767102282,unknown,1767102282,1767102282,33452.2393,0.7463261301015505,0.25367386989844953,0.0
35,tau,no_cache,p3,384,128,0.0,0.0,307.0415,46549.3145,2.7283,2.7283,46856.356,364.0424,408.6688,235668.0,235668.0,1767102282,unknown,1767102282,1767102282,46549.3145,0.0,1.0,0.0
36,tau,kv_cache,p3,384,128,24652.8213,0.0,65.5092,8249.9728,15.394,15.394,32968.3032,64.8686,66.4472,235668.0,235668.0,1767102282,unknown,1767102282,1767102282,32902.7941,0.7492622427467338,0.2507377572532662,0.0
1,nano,no_cache,p1,384,256,0.0,0.0,272.0705,103103.5089,2.4732,2.4732,103375.5794,371.9415,557.0324,233752.0,228024.0,1767104587,unknown,1767104587,1767104587,103103.5089,0.0,1.0,-5728.0
2,nano,kv_cache,p1,384,256,25453.7165,0.0,70.1151,18246.5446,13.9752,13.9752,43770.3761,71.4183,74.8885,228040.0,234060.0,1767104587,unknown,1767104587,1767104587,43700.2611,0.5824614283597495,0.41753857164025043,6020.0
3,nano,no_cache,p1,384,256,0.0,0.0,265.9072,102310.3931,2.4924,2.4924,102576.3002,367.7073,556.4965,234064.0,228340.0,1767104587,unknown,1767104587,1767104587,102310.3931,0.0,1.0,-5724.0
4,nano,kv_cache,p1,384,256,25315.6473,0.0,69.477,18512.016,13.7748,13.7748,43897.1402,72.5233,76.5172,228340.0,234228.0,1767104587,unknown,1767104587,1767104587,43827.6633,0.5776180018248885,0.42238199817511146,5888.0
5,nano,no_cache,p1,384,256,0.0,0.0,289.9002,101774.8631,2.5055,2.5055,102064.7633,370.9671,537.5455,234236.0,228500.0,1767104587,unknown,1767104587,1767104587,101774.8631,0.0,1.0,-5736.0
6,nano,kv_cache,p1,384,256,25328.679,0.0,68.6635,18171.3407,14.0331,14.0331,43568.6832,70.4,75.9075,228500.0,235376.0,1767104587,unknown,1767104587,1767104587,43500.019700000004,0.5822682190647375,0.4177317809352624,6876.0
7,nano,no_cache,p2,384,256,0.0,0.0,277.1049,101299.3528,2.5173,2.5173,101576.4577,364.6285,547.1645,235520.0,229788.0,1767104587,unknown,1767104587,1767104587,101299.3528,0.0,1.0,-5732.0
8,nano,kv_cache,p2,384,256,24463.6827,0.0,65.2634,17815.5192,14.3134,14.3134,42344.4653,70.0313,74.6828,229792.0,235604.0,1767104587,unknown,1767104587,1767104587,42279.2019,0.5786221499133833,0.42137785008661666,5812.0
9,nano,no_cache,p2,384,256,0.0,0.0,278.6005,102475.2043,2.4884,2.4884,102753.8049,354.4519,551.99,235604.0,229876.0,1767104587,unknown,1767104587,1767104587,102475.2043,0.0,1.0,-5728.0
10,nano,kv_cache,p2,384,256,25083.8615,0.0,67.9339,18483.8643,13.7958,13.7958,43635.6598,72.393,75.9582,229876.0,235668.0,1767104587,unknown,1767104587,1767104587,43567.7258,0.5757441096454936,0.42425589035450645,5792.0
11,nano,no_cache,p2,384,256,0.0,0.0,313.6208,100655.3887,2.5334,2.5334,100969.0095,353.9755,544.777,235668.0,229936.0,1767104587,unknown,1767104587,1767104587,100655.3887,0.0,1.0,-5732.0
12,nano,kv_cache,p2,384,256,25539.1398,0.0,70.264,18437.0264,13.8309,13.8309,44046.4302,72.0174,76.5469,229936.0,235828.0,1767104587,unknown,1767104587,1767104587,43976.1662,0.5807495743000899,0.4192504256999101,5892.0
13,nano,no_cache,p3,384,256,0.0,0.0,261.1135,101084.7706,2.5226,2.5226,101345.8841,365.6924,550.0973,238708.0,232984.0,1767104587,unknown,1767104587,1767104587,101084.7706,0.0,1.0,-5724.0
14,nano,kv_cache,p3,384,256,24557.4269,0.0,66.9777,18084.2715,14.1007,14.1007,42708.6761,71.1243,74.5407,232984.0,238752.0,1767104587,unknown,1767104587,1767104587,42641.698399999994,0.5759017070483291,0.424098292951671,5768.0
15,nano,no_cache,p3,384,256,0.0,0.0,261.4232,100295.5778,2.5425,2.5425,100557.001,367.641,534.7401,238752.0,233016.0,1767104587,unknown,1767104587,1767104587,100295.5778,0.0,1.0,-5736.0
16,nano,kv_cache,p3,384,256,25362.7662,0.0,69.2065,18504.2758,13.7806,13.7806,43936.2485,72.7461,76.7696,233016.0,238772.0,1767104587,unknown,1767104587,1767104587,43867.042,0.5781736138032739,0.42182638619672597,5756.0
17,nano,no_cache,p3,384,256,0.0,0.0,281.4906,101649.908,2.5086,2.5086,101931.3986,345.1712,567.446,238776.0,233044.0,1767104587,unknown,1767104587,1767104587,101649.908,0.0,1.0,-5732.0
18,nano,kv_cache,p3,384,256,25149.1865,0.0,67.9264,18740.8274,13.6067,13.6067,43957.9404,73.6325,81.5769,233044.0,238792.0,1767104587,unknown,1767104587,1767104587,43890.0139,0.5730047513154239,0.42699524868457606,5748.0
19,tau,no_cache,p1,384,256,0.0,0.0,370.7884,116790.7489,2.1834,2.1834,117161.5374,423.4177,606.2575,230116.0,224380.0,1767104587,unknown,1767104587,1767104587,116790.7489,0.0,1.0,-5736.0
20,tau,kv_cache,p1,384,256,25612.8047,0.0,65.4716,17027.6741,14.9756,14.9756,42705.9504,66.5009,69.7374,224380.0,230112.0,1767104587,unknown,1767104587,1767104587,42640.4788,0.6006687875183991,0.399331212481601,5732.0
21,tau,no_cache,p1,384,256,0.0,0.0,341.3692,116485.6342,2.1891,2.1891,116827.0034,418.0721,630.8025,230112.0,224380.0,1767104587,unknown,1767104587,1767104587,116485.6342,0.0,1.0,-5732.0
22,tau,kv_cache,p1,384,256,24947.946,0.0,66.4928,17213.7906,14.8137,14.8137,42228.2294,67.5269,68.9235,224380.0,230112.0,1767104587,unknown,1767104587,1767104587,42161.736600000004,0.5917200763499859,0.408279923650014,5732.0
23,tau,no_cache,p1,384,256,0.0,0.0,310.319,117261.7535,2.1746,2.1746,117572.0726,424.641,675.3339,230112.0,224380.0,1767104587,unknown,1767104587,1767104587,117261.7535,0.0,1.0,-5732.0
24,tau,kv_cache,p1,384,256,24946.2212,0.0,65.6493,17157.5208,14.8623,14.8623,42169.3913,67.2045,69.2452,224380.0,230112.0,1767104587,unknown,1767104587,1767104587,42103.742,0.5924941588327233,0.40750584116727673,5732.0
25,tau,no_cache,p2,384,256,0.0,0.0,303.895,117900.3761,2.1628,2.1628,118204.2712,422.696,677.7644,230112.0,224380.0,1767104587,unknown,1767104587,1767104587,117900.3761,0.0,1.0,-5732.0
26,tau,kv_cache,p2,384,256,25034.7575,0.0,67.6565,17282.7739,14.7546,14.7546,42385.1879,67.8214,69.4556,224380.0,230112.0,1767104587,unknown,1767104587,1767104587,42317.5314,0.5915930507231809,0.40840694927681914,5732.0
27,tau,no_cache,p2,384,256,0.0,0.0,301.2808,118116.5882,2.1589,2.1589,118417.8689,419.2191,691.6132,230112.0,224380.0,1767104587,unknown,1767104587,1767104587,118116.5882,0.0,1.0,-5732.0
28,tau,kv_cache,p2,384,256,24443.4476,0.0,65.028,16729.7521,15.2423,15.2423,41238.2277,66.0328,68.2531,224380.0,230112.0,1767104587,unknown,1767104587,1767104587,41173.1997,0.5936737435541111,0.40632625644588904,5732.0
29,tau,no_cache,p2,384,256,0.0,0.0,321.9831,116717.1427,2.1848,2.1848,117039.1257,424.0884,627.5709,230112.0,224388.0,1767104587,unknown,1767104587,1767104587,116717.1427,0.0,1.0,-5724.0
30,tau,kv_cache,p2,384,256,24232.6755,0.0,61.1125,16175.6511,15.7644,15.7644,40469.4391,63.3336,65.2407,224388.0,230108.0,1767104587,unknown,1767104587,1767104587,40408.3266,0.5996951009597117,0.4003048990402884,5720.0
31,tau,no_cache,p3,384,256,0.0,0.0,305.9454,117669.3358,2.1671,2.1671,117975.2813,422.8998,636.7343,230104.0,224388.0,1767104587,unknown,1767104587,1767104587,117669.3358,0.0,1.0,-5716.0
32,tau,kv_cache,p3,384,256,24092.293,0.0,63.4652,16820.4267,15.1601,15.1601,40976.185,65.8659,67.4174,224388.0,230104.0,1767104587,unknown,1767104587,1767104587,40912.7197,0.5888704827413368,0.4111295172586632,5716.0
33,tau,no_cache,p3,384,256,0.0,0.0,332.7695,118108.8046,2.159,2.159,118441.5741,427.1967,641.693,230104.0,224388.0,1767104587,unknown,1767104587,1767104587,118108.8046,0.0,1.0,-5716.0
34,tau,kv_cache,p3,384,256,24273.7434,0.0,63.8683,16794.1829,15.1838,15.1838,41131.7946,66.0331,68.2959,224388.0,230104.0,1767104587,unknown,1767104587,1767104587,41067.9263,0.5910632843421656,0.4089367156578344,5716.0
35,tau,no_cache,p3,384,256,0.0,0.0,306.7423,118812.5012,2.1462,2.1462,119119.2435,419.3416,665.7766,230104.0,224388.0,1767104587,unknown,1767104587,1767104587,118812.5012,0.0,1.0,-5716.0
36,tau,kv_cache,p3,384,256,24251.3533,0.0,66.1063,16346.2159,15.5999,15.5999,40663.6756,64.1045,66.7056,224388.0,230108.0,1767104587,unknown,1767104587,1767104587,40597.5692,0.5973597379815538,0.40264026201844616,5720.0
1,nano,no_cache,p1_L768,768,2048,0.0,0.0,325.73,1665974.5068,1.2287,1.2287,1666300.2368,693.6111,1648.5996,88220.0,192352.0,1767204018,unknown,1767204018,1767204018,1665974.5068,0.0,1.0,104132.0
2,tau,no_cache,p1_L768,768,2048,0.0,0.0,316.29,1815462.4602,1.1275,1.1275,1815778.7502,775.4538,1760.8278,192360.0,239236.0,1767204018,unknown,1767204018,1767204018,1815462.4602,0.0,1.0,46876.0
3,nano,kv_cache,p1_L768,768,2048,13022.1053,0.0,22.9863,71671.8107,28.5607,28.5607,84716.9023,35.0121,49.716,239236.0,295988.0,1767204018,unknown,1767204018,1767204018,84693.916,0.15375490843994036,0.8462450915600597,56752.0
4,tau,kv_cache,p1_L768,768,2048,10737.4466,0.0,14.2408,42492.4789,48.1732,48.1732,53244.1663,20.0133,26.1651,215552.0,265992.0,1767204018,unknown,1767204018,1767204018,53229.9255,0.2017182346047056,0.7982817653952945,50440.0
5,nano,no_cache,p2_L768,768,2048,0.0,0.0,194.04,1614616.448,1.2678,1.2678,1614810.488,674.7843,1642.2204,265992.0,243064.0,1767204018,unknown,1767204018,1767204018,1614616.448,0.0,1.0,-22928.0
6,tau,no_cache,p2_L768,768,2048,0.0,0.0,247.4927,1818842.7454,1.1254,1.1254,1819090.2381,776.8365,1751.3609,243064.0,246448.0,1767204018,unknown,1767204018,1767204018,1818842.7454,0.0,1.0,3384.0
7,nano,kv_cache,p2_L768,768,2048,12285.3618,0.0,18.6884,71485.6463,28.6351,28.6351,83789.6965,35.6192,48.6692,246448.0,302912.0,1767204018,unknown,1767204018,1767204018,83771.00809999999,0.1466541000119587,0.8533458999880413,56464.0
8,tau,kv_cache,p2_L768,768,2048,10802.1982,0.0,16.2445,42645.0659,48.0009,48.0009,53463.5086,20.5723,26.118,223156.0,269272.0,1767204018,unknown,1767204018,1767204018,53447.2641,0.20210946962203816,0.7978905303779619,46116.0
9,nano,no_cache,p3_L768,768,2048,0.0,0.0,199.7317,1616346.2839,1.2664,1.2664,1616546.0156,669.1705,1640.748,269280.0,246456.0,1767204018,unknown,1767204018,1767204018,1616346.2839,0.0,1.0,-22824.0
10,tau,no_cache,p3_L768,768,2048,0.0,0.0,291.804,1820982.9806,1.1241,1.1241,1821274.7846,773.9405,1756.75,246464.0,246464.0,1767204018,unknown,1767204018,1767204018,1820982.9806,0.0,1.0,0.0
11,nano,kv_cache,p3_L768,768,2048,11911.5338,0.0,19.715,70328.5071,29.1063,29.1063,82259.7558,34.5169,48.6565,246464.0,303100.0,1767204018,unknown,1767204018,1767204018,82240.0409,0.1448386171704834,0.8551613828295165,56636.0
12,tau,kv_cache,p3_L768,768,2048,10189.8991,0.0,15.1889,41722.5373,49.0622,49.0622,51927.6253,20.186,25.41,218952.0,269452.0,1767204018,unknown,1767204018,1767204018,51912.436400000006,0.19629013405350398,0.803709865946496,50500.0
13,nano,no_cache,p1_L1152,1152,2048,0.0,0.0,331.3443,2301215.4498,0.8895,0.8895,2301546.7941,1001.7261,2179.3646,269452.0,263380.0,1767204018,unknown,1767204018,1767204018,2301215.4498,0.0,1.0,-6072.0
14,tau,no_cache,p1_L1152,1152,2048,0.0,0.0,421.6546,2516407.7327,0.8135,0.8135,2516829.3874,1121.3519,2308.2518,263380.0,263384.0,1767204018,unknown,1767204018,1767204018,2516407.7327,0.0,1.0,4.0
15,nano,kv_cache,p1_L1152,1152,2048,20974.2379,0.0,24.8643,83592.7152,24.4878,24.4878,104591.8174,41.562,53.7504,263384.0,322824.0,1767204018,unknown,1767204018,1767204018,104566.95310000001,0.20058189780036728,0.7994181021996326,59440.0
16,tau,kv_cache,p1_L1152,1152,2048,17051.8884,0.0,17.8902,46173.9235,44.3324,44.3324,63243.7021,22.6199,27.8913,229128.0,288492.0,1767204018,unknown,1767204018,1767204018,63225.8119,0.2696982116571286,0.7303017883428714,59364.0
17,nano,no_cache,p2_L1152,1152,2048,0.0,0.0,339.5809,2290168.1316,0.8938,0.8938,2290507.7125,998.0316,2182.6993,288492.0,265752.0,1767204018,unknown,1767204018,1767204018,2290168.1316,0.0,1.0,-22740.0
18,tau,no_cache,p2_L1152,1152,2048,0.0,0.0,418.7446,2513905.2836,0.8143,0.8143,2514324.0282,1107.7198,2302.6056,265752.0,265756.0,1767204018,unknown,1767204018,1767204018,2513905.2836,0.0,1.0,4.0
19,nano,kv_cache,p2_L1152,1152,2048,22090.8743,0.0,26.3216,82775.7192,24.7295,24.7295,104892.9151,38.8529,55.233,265760.0,327144.0,1767204018,unknown,1767204018,1767204018,104866.5935,0.21065692669801464,0.7893430733019854,61384.0
20,tau,kv_cache,p2_L1152,1152,2048,17485.0123,0.0,18.3862,45790.3975,44.7037,44.7037,63293.7959,22.0979,28.0741,231504.0,290996.0,1767204018,unknown,1767204018,1767204018,63275.409799999994,0.27633186976214574,0.7236681302378544,59492.0
